sentiment,tweet_content
0,mani choic gig saturday night ibb rugbi club one two twmpath
0,buc dirti sanchez gmen spot nfl player agent ryan tollner set join till
1,caught factor today love new panel good mix doubt tulisa actual think fab
1,alright run mek done ambozia juli oneil place bar karaok amp loung maddd rasss
1,crazyp got saw kermit play bullet beauti area
0,saya mengirim foto facebook dalam album java jazz move supermal karawaci
-1,august day met mitch regret take pictur fuck miss go show
0,old alsip sign sinc yesterday tomorrow
1,dongwoo reaction rank hilari
0,enter competit win london children map puzzl follow rtclose friday
0,today day festiv india bali novemb get ticket arma
0,still run window may time upgrad window ensur receiv latest upgrad support futur
0,anoth saturday seem like plan gon take
1,stop retweet great screen big audienc next show rich mix spiritu home award sat curzon mayfair sun
1,current egypt look decent websit watch everton tonight idea welcom cheer coyb
0,cmon know bca budget stronger resolut law
0,jason vernau live set nightclub miami februari jason vernau back
1,finish watch bounti hunter gerald butler amp jennif aniston check time around funni
0,bloodbeast return stage killatoria new act predomin join friday black dahlia
1,may ultim face melt summer rock band wait see soundwav
1,good luck sylvain media debut today even luck season game spur
0,raw rock get wwe championship match royal rumbl januari
0,august live stream duel miley prepar
1,wilt chamberlain time basketbal tuesday mark birthday greatest athlet come fro
1,gumbi may answer forward woe bomb squad never stop believ never stop believ gumbi
1,cool call hospit iqaluit amp press english experi aborigin languag choic
-1,luna take break today perfect major aspect planet meet jupit tomorrow morn
0,talkn black parti vip nite saturday sky famili friend build gon shut sky
1,feel oblig discuss tonight live larg brighton pleas use direct messag
1,last day max confer twicker mark eric present roadmap awesom day yesterday
0,safe mode network internet troubleshoot bsod window may come back later
1,met via googl hangout wednesday cool meet someon actual cite paper
-1,omg music video come tomorrow btw still get harri voic
0,free ticket talk dial murdoch decemb avail
0,sarah day last sunday monday tuesday wednesday xempr ngaung thursday kip poptser
0,cowboy toni romo still search career moment via usa today thing said dirk titl cure
0,back forth baylor ballpark dan evatt rbi singl give lead texa bottom
0,need see lauren saturday alreadi
1,proudofallstar fuck yeah let get trend worldwid like got allstar weekend trend worldwid tonight
1,huge thank came photographi workshop today terra nova
1,go ace tomorrow paper merci
0,elvi presley death anniversari aug shammi kapoor man often call india elvi presley
1,gosh nandito ako nia ang guess andito mon tulfo lolokohin nga hahaha shall play
-1,east though moon jupit capella light even sky novemb tonight earthski
0,bruh like club bodi swear heard music thursday night lol
0,see tomorrow talk unless want talk whap chines deca trig
1,glad go back woodland tomorrow look forward joseph wright
-1,gavin henson look set miss rugbi world cup disloc bone right wrist yesterday
0,havent alreadi heard there car bash deca tomorrow bring dollar support wkh deca
0,georg zimmerman face court june murder trayvon martin
1,go knick heat game tomorrow last time went basketbal game
1,gon august amp emma scene tallahasse ye happi happier ye
0,state unveil snow bowl uni week ago tonight greenvil viewer heard word mullen spoke septemb
0,got mind niner host giant nfc championship rematch tomorrow score last minut tix
0,kaka commit real madrid may peripheri real madrid squad sinc jose mourinho took
1,georg strait march houston rodeo look like need start save
0,dramat weekend race huge comeback nn sttime winner rain
0,final dad say play point prove start nigeria last wednesday
0,make plan friday night check event benefit bolder option rochest
0,see mick foley win first wwe championship turn tide wcw monday night war
-1,absolut gut wish could watch lloyd robertson set end year run nation news anchor tonight
1,wait colt game sweet tonight
0,battl banner royal rumbl basketbal edit
0,tomorrow playstat vita owner download open playstat allstar beta owner download beta
0,lol talk sister tomorrow think talk princ royc idk inlov romeo santo
1,go grammi first entertain law breakfast nyc tomorrow excit one step closer
0,sunday come jason vernau say travi list door free entri pmmidnight reduc midnight
0,super bum find wppi time kid spring break march time
-1,go miss senior year selma ktown game friday cuz work
0,free agent jerricho cotcheri formerli jet travel baltimor tonit begin visit raven
0,enter competit win london children map puzzl follow rtclose tomorrow miss
0,let sanchez get season say better eli
1,nadal parc de princ saturday big news rafael nadal accept invit pari saintgerm
0,klub ace klub ace saturday colleg til
1,paul georg gon take tmac step year hope
1,may littl optimist think brown vex baltimor curs beat raven mayb lol
1,make beauti big hit play radio death koolin
0,lightweight might royal rumbl phoenix januari
0,go thursday club signatur lumpkin suit colleg everyon els
0,demon gaze nextgen dungeon rpg playstat vita trailer screen
-1,steve job hate link car perform best friend girl need flash play
-1,alabama got huge commit today know upset sheridan admit noth
0,go halestorm backstag live san antonio nov
0,postag henri stamp unveil postal servic monday unveil stamp commemor life
1,tuesday night athen aka karaok night volstead come see
0,rememb rsvp free writer workshop next thursday rosann bane rosann creativ coach amp
0,go lion game friday
-1,mta cost less night think wait minut pretti freak hot underground thank
1,love vid time seen jule explain david archuleta sing nandito ako via
1,good field parisnic first sportiv season tomorrow good weekend bike
1,support excit stan walker amp advoc run kid sunherald citi surf soon
1,bolton form colleg level celebr tonight includ watch dvd stay dog bottl vodka
1,love drive starkvil wait till make colleg januari
1,plant citi babysit nyc palm tree winter crap like crack
1,espn hank william readi footbal song tonight might pass happi
1,good friday morn peopl redskin friday let take care colt tonight even payton man
1,almost forgot celebr juic tonight time guy
1,red fort cool favorit place far workshop start tomorrow one day left
0,girl gone wild still make commerci god forbid one goe extra may find
-1,may thing histori mta caus servic disrupt
1,amaz food music amp cultur scene may encas strip mall like babi embed king cake
1,eight day week sarah day parti parti laugh danc crazi sunday guy
1,tomorrow havent mark yur calend christina grimmi dwt histori made
-1,tampa run version option pass wsh kill rglll davi may replic
0,teach rehears show gnr tribut band friday cranston mardi gra
1,drew peterson check movi photo watch sun
0,andr wigan warn wigan might current occupi place premier leagu andr villasboa
1,lot spare jar marmalad one jam yet made glad found ash wed easi uplift
1,capello say time russia win big match russia manag fabio capello thursday said intend
0,cours get guy say like real heavi stuff like iron maiden juda priest man yeah
0,hope sept merlin live backward time
1,look set aladdin great job anticip watch hundr kid sing danc act ton
-1,anybodi want ticket jack white tomorrow alli palli stuck matlock make contact
0,would think would run potu may part job someday
1,realli want falcon chicago jan nfc championship game lion
0,like data bangalor india well come chat matteo church tomorrow
-1,help hoya bia infinit btw gon thursday
1,great meet guy blue today nurburgr cool bunch guy look forward hear
1,wednesday ipad edit includ tom segal pricewis advic brilliant preview juddmont intern day
0,wonder realli went night meredith murder amanda knox trial
1,good sunday sooooooo happi colleg nfl season almost weekend suck without footbal
0,imma need brook lopez get aggress board feet tall cmon son
0,octob aircraft stray siberia usaf interceptor sent protect arm nuclear warhead
0,friday start play smell like teen spirit nirvana
-1,thought london riot bad wait til mexico citi riot break get word lopez tonight got cancel
1,ye thank janin saw kelsey grammer wed night sag talk polit let take hollywood back
-1,heard old crush go bell game tomorrow wan talk wtf
0,script coen brother alan rickman nake thing go gambit nov
0,news ltd town sure someth say murdoch intro scouser buy sun
1,dear australian direction knw tht cuz live ireland mean knw niall countri may see small
0,pic kbc episod soni novemb treat big srk fan
0,hous vote cite accur take midol call wednesday morn
0,cut mohawk got look grown tomorrow night club puls
